crop,farm_size_ha,province,district,ward,planting_date,planting_month,yield_tonnes_per_ha,rainfall_planting_month,rainfall_1_month_before,rainfall_2_months_before,rainfall_3_months_before,rainfall_preplant_3m_total,rainfall_preplant_3m_mean,preplant_rain_months_available,soil_ph,soil_organic_carbon_g_kg,soil_nitrogen_g_kg,soil_clay_percent,soil_sand_percent,soil_silt_percent,ndvi_preplant_mean,ndvi_preplant_max,ndvi_preplant_min,ndvi_preplant_std,ndvi_preplant_median,ndvi_preplant_first,ndvi_preplant_last,ndvi_preplant_observations,ndvi_preplant_change
 Sunflower (for grain),0.405,Eastern,Petauke,KOVYANE,2024-12-01,12,0.2057777777777777,120.47492980957034,75.85102844238281,12.000802993774414,,,,2,6.2,18.2,1.38,25.7,55.1,19.2,0.2689,0.2719,0.2631,0.0039471508711981,0.2703,0.27,0.2719,4,0.0018999999999999
 Groundnuts(unshelled),0.2025,Eastern,Petauke,KOVYANE,2024-12-01,12,0.9382716049382716,120.47492980957034,75.85102844238281,12.000802993774414,,,,2,6.2,18.2,1.38,25.7,55.1,19.2,0.2689,0.2719,0.2631,0.0039471508711981,0.2703,0.27,0.2719,4,0.0018999999999999
 Maize(for grain),1.0,North Western,Manyinga,MUKOSHO,2024-11-01,11,4.6,151.15516662597656,41.72888946533203,,,,,1,5.6,20.3,1.5,26.1,55.3,18.6,0.4706666666666666,0.5618,0.4131,0.0798308419931377,0.4371,0.4131,0.5618,3,0.1486999999999999
 Maize(for grain),0.25,North Western,Manyinga,MUKOSHO,2024-11-01,11,4.6,151.15516662597656,41.72888946533203,,,,,1,5.6,20.3,1.5,26.1,55.3,18.6,0.4706666666666666,0.5618,0.4131,0.0798308419931377,0.4371,0.4131,0.5618,3,0.1486999999999999
 Cow Peas (for grain),0.25,North Western,Manyinga,MUKOSHO,2024-11-01,11,0.178,151.15516662597656,41.72888946533203,,,,,1,5.6,20.3,1.5,26.1,55.3,18.6,0.4706666666666666,0.5618,0.4131,0.0798308419931377,0.4371,0.4131,0.5618,3,0.1486999999999999
 Maize(for grain),0.75,Northern,Mpulungu,LWAMBAZI,2024-11-01,11,3.8333333333333335,164.33499145507812,68.82347869873047,,,,,1,5.5,20.1,1.52,26.0,57.4,16.6,0.7153333333333333,0.8048,0.6168,0.0943273731921616,0.7244,0.6168,0.8048,3,0.1879999999999999
 Maize(for grain),1.5,Southern,Kalomo,KATANDA,2024-12-01,12,0.5750000000000001,102.53219604492188,51.12759017944336,7.973738193511963,,,,2,6.2,12.9,0.94,26.1,48.0,25.8,0.358075,0.454,0.288,0.0698959882015174,0.3451499999999999,0.288,0.454,4,0.166
 Sunflower (for grain),1.0,Southern,Kalomo,KATANDA,2024-12-01,12,0.1389,102.53219604492188,51.12759017944336,7.973738193511963,,,,2,6.2,12.9,0.94,26.1,48.0,25.8,0.358075,0.454,0.288,0.0698959882015174,0.3451499999999999,0.288,0.454,4,0.166
 Maize(for grain),0.81,Western,Nkeyema,LOMBELOMBE,2024-12-01,12,1.419753086419753,99.18049621582033,60.0211181640625,19.087081909179688,,,,2,6.0,15.5,0.9,18.6,69.1,12.3,0.3931,0.5223,0.2984,0.101731771503957,0.37585,0.2984,0.5223,4,0.2239
 Sweet Potatoes (for tuber),0.405,Western,Nkeyema,LOMBELOMBE,2025-01-01,1,1.935185185185185,210.8802185058593,99.18049621582033,60.0211181640625,19.087081909179688,178.2886962890625,59.4295654296875,3,6.0,15.5,0.9,18.6,69.1,12.3,0.42295,0.5292,0.2984,0.0959938904305893,0.43045,0.2984,0.5292,6,0.2308
 Maize(for grain),0.25,Northern,Luwingu,LWATA,2024-11-01,11,5.06,106.639892578125,45.99089050292969,,,,,1,5.5,20.7,1.2,19.8,66.5,13.7,0.6616333333333334,0.7432,0.5957,0.0749824201618841,0.646,0.5957,0.7432,3,0.1474999999999999
 Sweet Potatoes (for tuber),0.5,Northern,Luwingu,LWATA,2024-12-01,12,0.9405,176.19952392578125,106.639892578125,45.99089050292969,,,,2,5.5,20.7,1.2,19.8,66.5,13.7,0.6990500000000001,0.8113,0.5957,0.0966864519981988,0.6946,0.5957,0.8113,4,0.2156
 Sunflower (for grain),0.5,Northern,Luwingu,LWATA,2025-01-01,1,0.11112,243.00634765625,176.19952392578125,106.639892578125,45.99089050292969,328.83030700683594,109.61010233561198,3,5.5,20.7,1.2,19.8,66.5,13.7,0.7302500000000002,0.8187,0.5957,0.0906457886501077,0.7548999999999999,0.5957,0.7666,6,0.1708999999999999
 Groundnuts(unshelled),0.5,Northern,Luwingu,LWATA,2024-11-01,11,1.28,106.639892578125,45.99089050292969,,,,,1,5.5,20.7,1.2,19.8,66.5,13.7,0.6616333333333334,0.7432,0.5957,0.0749824201618841,0.646,0.5957,0.7432,3,0.1474999999999999
 Groundnuts(unshelled),0.5,Northern,Luwingu,LWATA,2024-11-01,11,1.28,106.639892578125,45.99089050292969,,,,,1,5.5,20.7,1.2,19.8,66.5,13.7,0.6616333333333334,0.7432,0.5957,0.0749824201618841,0.646,0.5957,0.7432,3,0.1474999999999999
 Maize(for grain),2.0,Central,Shibuyunji,SALA,2024-12-01,12,0.575,99.60247039794922,55.46556854248047,17.529321670532227,,,,2,6.1,17.3,1.08,25.2,48.4,26.3,0.3276,0.4225,0.2533,0.0718776274882061,0.3173,0.2533,0.4225,4,0.1691999999999999
 Sunflower (for grain),0.5,Central,Shibuyunji,SALA,2025-01-01,1,0.33336,252.31369018554688,99.60247039794922,55.46556854248047,17.529321670532227,172.5973606109619,57.532453536987305,3,6.1,17.3,1.08,25.2,48.4,26.3,0.3881166666666666,0.5498,0.2533,0.1120278789706681,0.37965,0.2533,0.5498,6,0.2964999999999999
 Maize(for grain),0.125,Western,Senanga,IMATONGO,2024-11-01,11,0.0,54.46680450439453,13.955497741699222,,,,,1,6.0,16.1,0.88,13.0,79.5,7.5,0.5226333333333333,0.5881,0.4007,0.1056932038180947,0.5791,0.4007,0.5881,3,0.1873999999999999
 Groundnuts(unshelled),0.125,Western,Senanga,IMATONGO,2024-11-01,11,0.0,54.46680450439453,13.955497741699222,,,,,1,6.0,16.1,0.88,13.0,79.5,7.5,0.5226333333333333,0.5881,0.4007,0.1056932038180947,0.5791,0.4007,0.5881,3,0.1873999999999999
 Maize(for grain),0.405,Eastern,Kasenengwa,MPUNZA,2024-11-01,11,2.271604938271605,131.61904907226562,27.189931869506843,,,,,1,6.2,23.1,1.18,21.1,57.7,21.2,0.2553666666666667,0.288,0.237,0.0283355489329805,0.2411,0.2411,0.288,3,0.0468999999999999
 Soya beans (for grain),0.405,Eastern,Kasenengwa,MPUNZA,2024-11-01,11,0.4851358024691357,131.61904907226562,27.189931869506843,,,,,1,6.2,23.1,1.18,21.1,57.7,21.2,0.2553666666666667,0.288,0.237,0.0283355489329805,0.2411,0.2411,0.288,3,0.0468999999999999
 Maize(for grain),0.0625,Luapula,Samfya,LUPILI,2024-11-01,11,0.92,69.5757827758789,29.270776748657227,,,,,1,,,,,,,-0.0855666666666666,0.0082,-0.15,0.0830791389780451,-0.1149,0.0082,-0.1149,3,-0.1231
 Maize(for grain),0.5,Luapula,Mansa,MANSA,2024-12-01,12,2.3,142.83001708984375,75.1615982055664,40.42757797241211,,,,2,5.7,16.3,1.55,28.1,59.8,12.1,0.4985,0.6195,0.3918,0.0965580654321533,0.49135,0.3918,0.6195,4,0.2277
 Groundnuts(unshelled),0.25,Luapula,Mansa,MANSA,2024-11-01,11,0.384,75.1615982055664,40.42757797241211,,,,,1,5.7,16.3,1.55,28.1,59.8,12.1,0.4581666666666666,0.5217,0.3918,0.0649963332299087,0.461,0.3918,0.5217,3,0.1299
 Maize(for grain),2.0,Northern,Senga,MALAMBA,2024-12-01,12,3.5175,170.4444580078125,66.69554901123047,27.7406063079834,,,,2,5.5,14.9,1.2,20.9,66.4,12.7,0.527675,0.6096,0.4032,0.0957115588630757,0.54895,0.4032,0.6096,4,0.2064
 Finger Millet,1.0,Northern,Senga,MALAMBA,2024-12-01,12,0.99,170.4444580078125,66.69554901123047,27.7406063079834,,,,2,5.5,14.9,1.2,20.9,66.4,12.7,0.527675,0.6096,0.4032,0.0957115588630757,0.54895,0.4032,0.6096,4,0.2064
 Mixed Beans (for grain),1.0,Northern,Senga,MALAMBA,2025-02-01,2,0.81,178.07635498046875,205.4881286621093,170.4444580078125,66.69554901123047,442.6281356811522,147.5427118937174,3,5.5,14.9,1.2,20.9,66.4,12.7,0.5984333333333334,0.754,0.4032,0.1326331884057179,0.60265,0.4032,0.7259,6,0.3227
 Soya beans (for grain),0.4252500000000001,Northern,Senga,MALAMBA,2025-02-01,2,0.5775426219870663,178.07635498046875,205.4881286621093,170.4444580078125,66.69554901123047,442.6281356811522,147.5427118937174,3,5.5,14.9,1.2,20.9,66.4,12.7,0.5984333333333334,0.754,0.4032,0.1326331884057179,0.60265,0.4032,0.7259,6,0.3227
 Sunflower (for grain),0.405,Northern,Senga,MALAMBA,2025-01-01,1,0.6172839506172839,205.4881286621093,170.4444580078125,66.69554901123047,27.7406063079834,264.8806133270264,88.29353777567546,3,5.5,14.9,1.2,20.9,66.4,12.7,0.5984333333333334,0.754,0.4032,0.1326331884057179,0.60265,0.4032,0.7259,6,0.3227
 Groundnuts(unshelled),0.25,Northern,Senga,MALAMBA,2024-12-01,12,2.0976000000000004,170.4444580078125,66.69554901123047,27.7406063079834,,,,2,5.5,14.9,1.2,20.9,66.4,12.7,0.527675,0.6096,0.4032,0.0957115588630757,0.54895,0.4032,0.6096,4,0.2064
 Maize(for grain),0.405,Lusaka,Kafue,KAFUE,2024-11-01,11,2.1296296296296298,53.643890380859375,20.522159576416016,,,,,1,6.3,17.9,1.45,17.6,59.6,22.8,0.4232666666666667,0.6261,0.3207,0.1756625837602684,0.323,0.323,0.6261,3,0.3031
 Maize(for grain),1.0,Lusaka,Kafue,MALUNDU,2024-11-01,11,0.575,53.643890380859375,20.522159576416016,,,,,1,6.3,17.9,1.45,17.6,59.6,22.8,0.4232666666666667,0.6261,0.3207,0.1756625837602684,0.323,0.323,0.6261,3,0.3031
 Mixed Beans (for grain),0.5,Lusaka,Kafue,MALUNDU,2025-03-01,3,0.0,29.120651245117188,209.4339599609375,256.1961669921875,75.32166290283203,540.951789855957,180.317263285319,3,6.3,17.9,1.45,17.6,59.6,22.8,0.67491,0.8643,0.3207,0.1982782749908152,0.7482,0.323,0.8195,10,0.4965
 Maize(for grain),1.62,Muchinga,Mafinga,LUHOKA,2024-11-01,11,2.1296296296296298,61.29127883911133,35.278499603271484,,,,,1,5.7,23.8,1.39,27.0,62.4,10.6,0.5751333333333333,0.6777,0.5153,0.0892358859054659,0.5324,0.5153,0.6777,3,0.1624
 Mixed Beans (for grain),0.405,Muchinga,Mafinga,LUHOKA,2024-12-01,12,1.0666666666666669,142.57269287109375,61.29127883911133,35.278499603271484,,,,2,5.7,23.8,1.39,27.0,62.4,10.6,0.5395749999999999,0.6777,0.4329,0.1018149096809172,0.5238499999999999,0.5153,0.4329,4,-0.0823999999999999
 Sunflower (for grain),0.25,Muchinga,Mafinga,LUHOKA,2025-01-01,1,0.44448,176.1953125,142.57269287109375,61.29127883911133,35.278499603271484,239.14247131347656,79.71415710449219,3,5.7,23.8,1.39,27.0,62.4,10.6,0.6126166666666666,0.7643,0.4329,0.1379728729376418,0.60505,0.5153,0.7643,6,0.249
 Groundnuts(unshelled),0.25,Muchinga,Mafinga,LUHOKA,2025-01-01,1,0.256,176.1953125,142.57269287109375,61.29127883911133,35.278499603271484,239.14247131347656,79.71415710449219,3,5.7,23.8,1.39,27.0,62.4,10.6,0.6126166666666666,0.7643,0.4329,0.1379728729376418,0.60505,0.5153,0.7643,6,0.249
 Maize(for grain),0.125,Muchinga,Isoka,KANTENSHYA,2025-01-01,1,4.6,204.2460021972656,123.16835021972656,56.44450378417969,28.605358123779297,208.21821212768555,69.40607070922852,3,5.8,18.8,1.19,21.7,68.4,9.9,0.60608,0.7334,0.4316,0.1332625866475658,0.6434,0.4316,0.7334,5,0.3018
 Rice,0.125,Muchinga,Isoka,KANTENSHYA,2025-02-01,2,0.97072,158.63648986816406,204.2460021972656,123.16835021972656,56.44450378417969,383.8588562011719,127.9529520670573,3,5.8,18.8,1.19,21.7,68.4,9.9,0.6674428571428572,0.8756,0.4316,0.1543401530942057,0.7181,0.4316,0.8756,7,0.444
 Maize(for grain),0.25,Southern,Itezhi-Tezhi,BASANGA,2024-12-01,12,0.92,98.6934051513672,37.9119873046875,12.063690185546877,,,,2,5.8,14.0,1.17,21.9,54.2,23.9,0.2966999999999999,0.3137,0.2757,0.0176075741278197,0.2986999999999999,0.2757,0.2889,4,0.0131999999999999
 Maize(for grain),1.0,Central,Kapiri Mposhi,MUSHIMBILI,2024-11-01,11,2.0125,81.01092529296875,24.04169464111328,,,,,1,6.1,15.6,0.92,19.7,59.4,20.9,0.3430333333333333,0.3871,0.3101,0.0396889573223249,0.3319,0.3101,0.3871,3,0.077
 Maize(for grain),0.25,Central,Kapiri Mposhi,MUSHIMBILI,2024-12-01,12,3.45,95.71442413330078,81.01092529296875,24.04169464111328,,,,2,6.1,15.6,0.92,19.7,59.4,20.9,0.356325,0.3962,0.3101,0.0419143869492723,0.3595,0.3101,0.3962,4,0.0861
 Maize(for grain),2.0,Copperbelt,Ndola,KANTOLOMBA,2024-11-01,11,0.71875,111.87837982177734,43.17949676513672,,,,,1,5.9,19.1,1.37,18.2,59.3,22.5,0.2424666666666667,0.2543,0.2276,0.0136060035768528,0.2455,0.2276,0.2455,3,0.0179
 Maize(for grain),0.25,Luapula,Chiengi,KATETE,2024-12-01,12,0.0,208.4579162597656,151.20639038085938,60.51069259643555,,,,2,,,,,,,-0.01935,0.3141,-0.1781,0.2248369853916388,-0.1067,-0.1082,-0.1052,4,0.003
 Sweet Potatoes (for tuber),0.012,Luapula,Chiengi,KATETE,2024-12-01,12,4.354166666666666,208.4579162597656,151.20639038085938,60.51069259643555,,,,2,,,,,,,-0.01935,0.3141,-0.1781,0.2248369853916388,-0.1067,-0.1082,-0.1052,4,0.003
 Maize(for grain),1.5,Central,Chibombo,KAMAILA,2024-11-01,11,0.0133333333333333,59.99674224853516,24.265039443969727,,,,,1,6.2,17.5,1.12,31.1,46.5,22.3,0.2843666666666666,0.2946,0.2718,0.0115777084664165,0.2867,0.2867,0.2946,3,0.0078999999999999
 Sweet Potatoes (for tuber),0.125,Central,Chibombo,KAMAILA,2024-12-01,12,2.09,89.53616333007812,59.99674224853516,24.265039443969727,,,,2,6.2,17.5,1.12,31.1,46.5,22.3,0.310625,0.3894,0.2718,0.0533606830915797,0.2906499999999999,0.2867,0.3894,4,0.1027
 Groundnuts(unshelled),0.25,Central,Chibombo,KAMAILA,2024-11-01,11,0.57,59.99674224853516,24.265039443969727,,,,,1,6.2,17.5,1.12,31.1,46.5,22.3,0.2843666666666666,0.2946,0.2718,0.0115777084664165,0.2867,0.2867,0.2946,3,0.0078999999999999
 Maize(for grain),1.0,Central,Chibombo,CHUNGA,2024-12-01,12,2.875,89.53616333007812,59.99674224853516,24.265039443969727,,,,2,6.2,17.5,1.12,31.1,46.5,22.3,0.310625,0.3894,0.2718,0.0533606830915797,0.2906499999999999,0.2867,0.3894,4,0.1027
 Maize(for grain),1.0,Lusaka,Chongwe,MANYIKA,2024-12-01,12,1.6675,71.60501861572266,64.76591491699219,21.03059768676757,,,,2,6.2,17.7,0.96,19.0,62.8,18.2,0.3843999999999999,0.6785,0.2675,0.1966635197488339,0.2958,0.2866,0.6785,4,0.3918999999999999
 Maize(for grain),1.0,North Western,Kalumbila,NJENGA,2024-11-01,11,2.875,143.21426391601562,39.578895568847656,,,,,1,5.4,15.4,1.25,31.3,39.8,28.9,0.6790666666666666,0.72,0.6304,0.0452978292342285,0.6868,0.6304,0.72,3,0.0896
 Maize(for grain),1.0,North Western,Kalumbila,NJENGA,2024-11-01,11,5.75,143.21426391601562,39.578895568847656,,,,,1,5.4,15.4,1.25,31.3,39.8,28.9,0.6790666666666666,0.72,0.6304,0.0452978292342285,0.6868,0.6304,0.72,3,0.0896
 Soya beans (for grain),2.0,North Western,Kalumbila,NJENGA,2024-11-01,11,1.842,143.21426391601562,39.578895568847656,,,,,1,5.4,15.4,1.25,31.3,39.8,28.9,0.6790666666666666,0.72,0.6304,0.0452978292342285,0.6868,0.6304,0.72,3,0.0896
 Maize(for grain),1.0,Western,Mitete,NYAALA,2024-11-01,11,0.575,106.46782684326172,23.20792388916016,,,,,1,5.7,18.4,1.05,22.1,62.2,15.6,0.4122999999999999,0.4508,0.356,0.0498436555641738,0.4301,0.356,0.4301,3,0.0741
 Maize(for grain),1.62,Eastern,Katete,KADULA,2024-11-01,11,0.5324074074074074,139.72201538085938,12.146381378173828,,,,,1,6.3,19.3,1.49,21.3,55.1,23.5,0.2173,0.2346,0.1992,0.0177135541323586,0.2181,0.2181,0.2346,3,0.0165
 Soya beans (for grain),0.81,Eastern,Katete,KADULA,2024-12-01,12,0.9096296296296296,116.5820541381836,139.72201538085938,12.146381378173828,,,,2,6.3,19.3,1.49,21.3,55.1,23.5,0.218075,0.2346,0.1992,0.01454587570413,0.21925,0.2181,0.2204,4,0.0023
 Sunflower (for grain),0.81,Eastern,Katete,KADULA,2024-12-01,12,0.3429629629629629,116.5820541381836,139.72201538085938,12.146381378173828,,,,2,6.3,19.3,1.49,21.3,55.1,23.5,0.218075,0.2346,0.1992,0.01454587570413,0.21925,0.2181,0.2204,4,0.0023
 Sunflower (for grain),0.81,Eastern,Katete,KADULA,2025-01-01,1,0.3429629629629629,272.8534240722656,116.5820541381836,139.72201538085938,12.146381378173828,268.4504508972168,89.4834836324056,3,6.3,19.3,1.49,21.3,55.1,23.5,0.29685,0.4588,0.1992,0.1225883151038466,0.2275,0.2181,0.4588,6,0.2407
 Maize(for grain),0.375,Copperbelt,Luanshya,LEVI CHITO,2024-11-01,11,1.5333333333333332,91.34999084472656,48.82448196411133,,,,,1,5.6,42.2,,20.3,,27.1,0.3546666666666667,0.4343,0.3041,0.0697973017625562,0.3256,0.3041,0.4343,3,0.1302
 Maize(for grain),0.75,Lusaka,Luangwa,MBURUMA,2025-01-01,1,0.0,199.30984497070312,96.42278289794922,38.97760391235352,13.797355651855469,149.1977424621582,49.7325808207194,3,6.3,17.4,1.21,21.5,62.1,16.4,0.39855,0.4412,0.3398,0.0352002130675369,0.4058,0.3398,0.4412,6,0.1013999999999999
 Maize(for grain),1.62,Eastern,Lumezi,KAIKUMBE,2024-12-01,12,0.4259259259259259,84.70574188232422,122.63136291503906,27.49403953552246,,,,2,6.1,18.2,1.4,18.6,66.1,15.4,0.41505,0.5801,0.3249,0.116247222189034,0.3776,0.3249,0.5801,4,0.2551999999999999
 Groundnuts(unshelled),1.215,Eastern,Lumezi,KAIKUMBE,2024-12-01,12,0.3518518518518518,84.70574188232422,122.63136291503906,27.49403953552246,,,,2,6.1,18.2,1.4,18.6,66.1,15.4,0.41505,0.5801,0.3249,0.116247222189034,0.3776,0.3249,0.5801,4,0.2551999999999999
 Sunflower (for seed),0.405,Eastern,Lumezi,KAIKUMBE,2025-01-01,1,0.4115555555555555,305.7131042480469,84.70574188232422,122.63136291503906,27.49403953552246,234.8311443328857,78.27704811096191,3,6.1,18.2,1.4,18.6,66.1,15.4,0.5034333333333333,0.6961,0.3249,0.1641860123965092,0.49605,0.3249,0.6961,6,0.3712
 Maize(for grain),0.5,Copperbelt,Kitwe,KWACHA,2024-11-01,11,1.725,113.83121490478516,55.55698394775391,,,,,1,5.4,20.8,1.88,22.7,56.3,21.0,0.5183,0.638,0.4472,0.1042719041736555,0.4697,0.4472,0.638,3,0.1908
 Groundnuts(unshelled),0.25,Copperbelt,Kitwe,KWACHA,2024-11-01,11,0.1092,113.83121490478516,55.55698394775391,,,,,1,5.4,20.8,1.88,22.7,56.3,21.0,0.5183,0.638,0.4472,0.1042719041736555,0.4697,0.4472,0.638,3,0.1908
 Maize(for grain),0.5,Southern,Pemba,DOBO,2024-12-01,12,0.114,77.9277572631836,50.39876174926758,14.463791847229004,,,,2,6.0,15.0,0.93,19.0,62.9,18.1,0.25785,0.3086,0.2212,0.0395304523964331,0.2508,0.2212,0.3086,4,0.0873999999999999
 Maize(for grain),0.25,Western,Mitete,MITETE,2024-11-01,11,0.0,106.46782684326172,23.20792388916016,,,,,1,5.7,18.4,1.05,22.1,62.2,15.6,0.4122999999999999,0.4508,0.356,0.0498436555641738,0.4301,0.356,0.4301,3,0.0741
 Maize(for grain),0.75,North Western,Kalumbila,KAMUSONGOLWA,2024-11-01,11,1.9166666666666667,143.21426391601562,39.578895568847656,,,,,1,5.4,15.4,1.25,31.3,39.8,28.9,0.6790666666666666,0.72,0.6304,0.0452978292342285,0.6868,0.6304,0.72,3,0.0896
 Maize(for grain),1.0,Northern,Mporokoso,CHISHAMWAMBA,2024-11-01,11,2.875,161.9608917236328,82.63194274902344,,,,,1,5.5,17.9,1.03,26.8,53.1,20.1,0.6148333333333333,0.6701,0.5531,0.0587674513088098,0.6213,0.5531,0.6701,3,0.1169999999999999
 Mixed Beans (for grain),0.25,Northern,Mporokoso,CHISHAMWAMBA,2025-02-01,2,0.648,198.09234619140625,177.50711059570312,223.61276245117188,161.9608917236328,563.0807647705078,187.693588256836,3,5.5,17.9,1.03,26.8,53.1,20.1,0.7081625,0.8326,0.5531,0.0916761993961043,0.71625,0.5531,0.7872,8,0.2340999999999999
 Soya beans (for grain),0.5,Northern,Mporokoso,CHISHAMWAMBA,2024-12-01,12,0.58944,223.61276245117188,161.9608917236328,82.63194274902344,,,,2,5.5,17.9,1.03,26.8,53.1,20.1,0.65325,0.7685,0.5531,0.0905857052740662,0.6456999999999999,0.5531,0.7685,4,0.2153999999999999
 Maize(for grain),1.215,Eastern,Chipata,MAKANGILA,2024-12-01,12,3.3127572016460904,116.5771484375,113.44657135009766,21.391830444335938,,,,2,5.8,16.7,1.01,17.5,67.5,15.0,0.3990749999999999,0.5691,0.3027,0.1207115121546684,0.3622499999999999,0.3027,0.5691,4,0.2664
 Maize(for grain),0.405,Eastern,Chipata,MAKANGILA,2024-12-01,12,1.9876543209876545,116.5771484375,113.44657135009766,21.391830444335938,,,,2,5.8,16.7,1.01,17.5,67.5,15.0,0.3990749999999999,0.5691,0.3027,0.1207115121546684,0.3622499999999999,0.3027,0.5691,4,0.2664
 Soya beans (for grain),0.6075,Eastern,Chipata,MAKANGILA,2025-03-01,3,0.808559670781893,159.01210021972656,209.3703155517578,310.5411682128906,116.5771484375,636.4886322021484,212.16287740071616,3,5.8,16.7,1.01,17.5,67.5,15.0,0.575,0.7714,0.3027,0.1774710931078323,0.5951500000000001,0.3027,0.7246,10,0.4219
 Sunflower (for grain),0.2025,Eastern,Chipata,MAKANGILA,2024-12-01,12,0.2743703703703704,116.5771484375,113.44657135009766,21.391830444335938,,,,2,5.8,16.7,1.01,17.5,67.5,15.0,0.3990749999999999,0.5691,0.3027,0.1207115121546684,0.3622499999999999,0.3027,0.5691,4,0.2664
 Maize(for grain),0.125,Luapula,Chifumunabuli,LUBWE,2024-11-01,11,0.46,85.25543212890625,29.17923355102539,,,,,1,5.6,50.3,1.42,22.2,63.9,13.9,0.4896,0.5476,0.4543,0.050623018479739,0.4669,0.4669,0.5476,3,0.0807
 Maize(for grain),0.045,Lusaka,Chongwe,MADIDO,2024-12-01,12,2.555555555555556,71.60501861572266,64.76591491699219,21.03059768676757,,,,2,6.2,17.7,0.96,19.0,62.8,18.2,0.3843999999999999,0.6785,0.2675,0.1966635197488339,0.2958,0.2866,0.6785,4,0.3918999999999999
 Maize(for grain),2.0,Southern,Monze,KAILA,2024-11-01,11,1.15,40.358829498291016,16.23548126220703,,,,,1,6.4,15.7,0.89,22.4,53.3,24.4,0.2717666666666667,0.2936,0.2419,0.0267698213167987,0.2798,0.2419,0.2798,3,0.0378999999999999
 Maize(for grain),0.81,Eastern,Chadiza,TAFERANSONI,2024-11-01,11,0.7098765432098765,103.75537109375,16.97254180908203,,,,,1,5.9,16.0,1.07,19.4,65.9,14.7,0.2539,0.2614,0.2469,0.0072629195231669,0.2534,0.2469,0.2614,3,0.0145
 Soya beans (for grain),0.405,Eastern,Chadiza,TAFERANSONI,2024-12-01,12,1.2128395061728394,122.55335235595705,103.75537109375,16.97254180908203,,,,2,5.9,16.0,1.07,19.4,65.9,14.7,0.266825,0.3056,0.2469,0.0265214850011583,0.2574,0.2469,0.3056,4,0.0586999999999999
 Sunflower (for grain),0.405,Eastern,Chadiza,TAFERANSONI,2025-01-01,1,0.4801481481481481,338.34375,122.55335235595705,103.75537109375,16.97254180908203,243.28126525878903,81.09375508626302,3,5.9,16.0,1.07,19.4,65.9,14.7,0.3381166666666666,0.5208,0.2469,0.1151661480933814,0.2835,0.2469,0.5208,6,0.2739
 Groundnuts(unshelled),1.62,Eastern,Chadiza,TAFERANSONI,2024-12-01,12,2.199074074074074,122.55335235595705,103.75537109375,16.97254180908203,,,,2,5.9,16.0,1.07,19.4,65.9,14.7,0.266825,0.3056,0.2469,0.0265214850011583,0.2574,0.2469,0.3056,4,0.0586999999999999
 Maize(for grain),4.050000000000001,Central,Mkushi,NKOLONGA,2024-11-01,11,3.549382716049382,63.878150939941406,20.917314529418945,,,,,1,6.0,14.8,1.07,18.7,68.2,13.1,0.5191,0.6357,0.4398,0.1031390808568701,0.4818,0.4398,0.6357,3,0.1959
 Soya beans (for grain),1.62,Central,Mkushi,NKOLONGA,2024-12-01,12,1.819259259259259,86.97457885742188,63.878150939941406,20.917314529418945,,,,2,6.0,14.8,1.07,18.7,68.2,13.1,0.5748,0.7419,0.4398,0.1396486304981183,0.5587500000000001,0.4398,0.7419,4,0.3021
 Maize(for grain),7.0,Central,Chitambo,CHALILO,2024-11-01,11,1.2321428571428572,85.33334350585938,28.47952079772949,,,,,1,6.2,22.1,1.38,23.1,52.0,24.9,0.6263666666666666,0.6692,0.5899,0.0400315292405041,0.62,0.5899,0.6692,3,0.0793
 Groundnuts(unshelled),0.75,Central,Chitambo,CHALILO,2024-12-01,12,0.32,98.92532348632812,85.33334350585938,28.47952079772949,,,,2,6.2,22.1,1.38,23.1,52.0,24.9,0.645825,0.7042,0.5899,0.0508218047036243,0.6446000000000001,0.5899,0.7042,4,0.1143
 Maize(for grain),0.5,Central,Ngabwe,IWONDE,2024-12-01,12,1.725,116.6686019897461,76.73271179199219,23.53608512878418,,,,2,6.4,17.4,1.17,22.3,56.8,20.9,0.5484,0.6559,0.47,0.0801727717703045,0.5338499999999999,0.47,0.6559,4,0.1859
 Maize(for grain),1.0,Western,Kalabo,LUANGINGA,2024-11-01,11,0.1725,96.6643295288086,17.893606185913086,,,,,1,5.5,19.2,1.19,14.4,74.4,11.3,0.4334666666666666,0.4796,0.3674,0.0586959396664993,0.4534,0.3674,0.4796,3,0.1122
 Maize(for grain),0.25,Southern,Monze,KAILA,2024-12-01,12,0.46,80.8930435180664,40.358829498291016,16.23548126220703,,,,2,6.4,15.7,0.89,22.4,53.3,24.4,0.302825,0.396,0.2419,0.0658500506200767,0.2867,0.2419,0.396,4,0.1541
 Maize(for grain),0.75,Southern,Monze,KAILA,2024-12-01,12,2.3000000000000003,80.8930435180664,40.358829498291016,16.23548126220703,,,,2,6.4,15.7,0.89,22.4,53.3,24.4,0.302825,0.396,0.2419,0.0658500506200767,0.2867,0.2419,0.396,4,0.1541
