PROV,DISTRICT,DIST,WARD,DISTRICT_clean,latitude,longitude
North Western,Chavuma,CHAVUMA,LINGELENGENDA CHINWANDUMBA,Chavuma,-13.293,22.32
North Western,Ikelenge,IKELENGE,IKELENG'I,Ikelenge,-11.254,24.215
North Western,Ikelenge,IKELENGE,SAKEJI,Ikelenge,-11.254,24.215
North Western,Kabompo,KABOMPO,CHIKENGE,Kabompo,-13.517,23.988
North Western,Kabompo,KABOMPO,KABOMPO,Kabompo,-13.517,23.988
North Western,Kabompo,KABOMPO,KAMAFWAFWA,Kabompo,-13.517,23.988
North Western,Kabompo,KABOMPO,KATUVA,Kabompo,-13.517,23.988
North Western,Kalumbila,KASEMPA,KALOMBE,Kalumbila,-12.362,25.671
North Western,Kalumbila,KASEMPA,KAMUSONGOLWA,Kalumbila,-12.362,25.671
North Western,Kalumbila,KASEMPA,KIKONKOMENE,Kalumbila,-12.362,25.671
North Western,Kalumbila,KASEMPA,NJENGA,Kalumbila,-12.362,25.671
North Western,Kalumbila,KASEMPA,NKENYAUNA,Kalumbila,-12.362,25.671
North Western,Kasempa,KALUMBILA,CHOVWE,Kasempa,-13.795,26.257
North Western,Kasempa,KALUMBILA,KIBANZA,Kasempa,-13.795,26.257
North Western,Kasempa,KALUMBILA,KISASA,Kasempa,-13.795,26.257
North Western,Kasempa,KALUMBILA,MATEBO,Kasempa,-13.795,26.257
North Western,Kasempa,KALUMBILA,MUMBEZHI,Kasempa,-13.795,26.257
North Western,Kasempa,KALUMBILA,MUMENA,Kasempa,-13.795,26.257
North Western,Kasempa,KALUMBILA,SHILENDA,Kasempa,-13.795,26.257
North Western,Kasempa,KALUMBILA,WABITUWO,Kasempa,-13.795,26.257
North Western,Manyinga,MANYINGA,CHIFUWE NORTH,Manyinga,-13.081,24.312
North Western,Manyinga,MANYINGA,KASHINAKAJI,Manyinga,-13.081,24.312
North Western,Manyinga,MANYINGA,MANYINGA,Manyinga,-13.081,24.312
North Western,Manyinga,MANYINGA,MUKOSHO,Manyinga,-13.081,24.312
North Western,Mufumbwe,MUFUMBWE,CHIZELA,Mufumbwe,-13.766,25.035
North Western,Mufumbwe,MUFUMBWE,KABIPUPU,Mufumbwe,-13.766,25.035
North Western,Mufumbwe,MUFUMBWE,KALAMBU,Mufumbwe,-13.766,25.035
North Western,Mufumbwe,MUFUMBWE,KAMINZEKENZEKE,Mufumbwe,-13.766,25.035
North Western,Mufumbwe,MUFUMBWE,KASHIMA EAST,Mufumbwe,-13.766,25.035
North Western,Mufumbwe,MUFUMBWE,MATUSHI,Mufumbwe,-13.766,25.035
North Western,Mufumbwe,MUFUMBWE,SHIMPANDANGA,Mufumbwe,-13.766,25.035
North Western,Mushindano,MUSHINDAMO,KALILELE,Mushindamo,-12.5,26.836
North Western,Mushindano,MUSHINDAMO,KILUMBA,Mushindamo,-12.5,26.836
North Western,Mwinilunga,MWINILUNGA,KABANDA,Mwinilunga,-12.156,24.586
North Western,Mwinilunga,MWINILUNGA,KANYIKOMBOSHI,Mwinilunga,-12.156,24.586
North Western,Mwinilunga,MWINILUNGA,KASAMPULA,Mwinilunga,-12.156,24.586
North Western,Mwinilunga,MWINILUNGA,MULUMBI,Mwinilunga,-12.156,24.586
North Western,Mwinilunga,MWINILUNGA,MUNDWIJI,Mwinilunga,-12.156,24.586
North Western,Mwinilunga,MWINILUNGA,SAMUTEBA,Mwinilunga,-12.156,24.586
North Western,Solwezi,SOLWEZI,KAPIJIMPANGA,Solwezi,-12.304,26.51
North Western,Solwezi,SOLWEZI,KIMASALA,Solwezi,-12.304,26.51
North Western,Solwezi,SOLWEZI,KYALALANKUBA,Solwezi,-12.304,26.51
North Western,Solwezi,SOLWEZI,KYAWAMA,Solwezi,-12.304,26.51
North Western,Zambezi,ZAMBEZI,CHILENG A CHIZENZI,Zambezi,-13.599,22.832
North Western,Zambezi,ZAMBEZI,CHITOLOKI,Zambezi,-13.599,22.832
North Western,Zambezi,ZAMBEZI,KASESI CHIVWEJI,Zambezi,-13.599,22.832
North Western,Zambezi,ZAMBEZI,LUNKUNYI,Zambezi,-13.599,22.832
North Western,Zambezi,ZAMBEZI,MPIDI KAKONG,Zambezi,-13.599,22.832
North Western,Zambezi,ZAMBEZI,MUKANDA NKUNDA,Zambezi,-13.599,22.832
North Western,Zambezi,ZAMBEZI,MUYEMBE,Zambezi,-13.599,22.832
Northern,Chilubi,CHILUBI,BULILO,Chilubi,-11.09,30.295
Northern,Chilubi,CHILUBI,KATAMBA,Chilubi,-11.09,30.295
Northern,Chilubi,CHILUBI,MULANDA,Chilubi,-11.09,30.295
Northern,Kaputa,KAPUTA,CHIPILI,Kaputa,-8.814,29.464
Northern,Kaputa,KAPUTA,CHITANDALA,Kaputa,-8.814,29.464
Northern,Kaputa,KAPUTA,CHOMA,Kaputa,-8.814,29.464
Northern,Kaputa,KAPUTA,MIYONGA,Kaputa,-8.814,29.464
Northern,Kaputa,KAPUTA,MOFWE,Kaputa,-8.814,29.464
Northern,Kaputa,KAPUTA,MOWA,Kaputa,-8.814,29.464
Northern,Kaputa,KAPUTA,MUKONGE,Kaputa,-8.814,29.464
Northern,Kaputa,KAPUTA,MWAWE,Kaputa,-8.814,29.464
Northern,Kasama,KASAMA,CHIBA,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,CHIBUNDU,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,CHILUNGA,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,CHUMBA,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,JULIA CHIKAMONEKA,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,KAPONGOLO,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,KASENGA,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,KUPUMAULA,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,LUKULU,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,LUKUPA,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,LUSENGA,Kasama,-10.551,31.029
Northern,Kasama,KASAMA,MULILANSOLO,Kasama,-10.551,31.029
Northern,Lunte,LUNTE,KALUNGWISHI,Lunte,-9.828,30.257
Northern,Lunte,LUNTE,KASANSHI,Lunte,-9.828,30.257
Northern,Lunte,LUNTE,LUNTE,Lunte,-9.828,30.257
Northern,Lunte,LUNTE,MALAILA,Lunte,-9.828,30.257
Northern,Lunte,LUNTE,MASONDE,Lunte,-9.828,30.257
Northern,Lupososhi,LUPOSOSHI,KAELA,Lupososhi,-10.656,29.599
Northern,Lupososhi,LUPOSOSHI,KAMPEMBA,Lupososhi,-10.656,29.599
Northern,Lupososhi,LUPOSOSHI,MUFILI,Lupososhi,-10.656,29.599
Northern,Luwingu,LUWINGU,IPUSUKILO,Luwingu,-10.552,30.182
Northern,Luwingu,LUWINGU,KATOPOLA,Luwingu,-10.552,30.182
Northern,Luwingu,LUWINGU,LWATA,Luwingu,-10.552,30.182
Northern,Luwingu,LUWINGU,MUSHISHE,Luwingu,-10.552,30.182
Northern,Luwingu,LUWINGU,MWELA WAMANGU,Luwingu,-10.552,30.182
Northern,Luwingu,LUWINGU,NAMUKOLO,Luwingu,-10.552,30.182
Northern,Mbala,MBALA,KALAMBO FALLS,Mbala,-8.964,31.472
Northern,Mbala,MBALA,KAWIMBE,Mbala,-8.964,31.472
Northern,Mbala,MBALA,KAZIMOLWA,Mbala,-8.964,31.472
Northern,Mbala,MBALA,LWANDI,Mbala,-8.964,31.472
Northern,Mbala,MBALA,MOTOMOTO,Mbala,-8.964,31.472
Northern,Mbala,MBALA,NSUNZU,Mbala,-8.964,31.472
Northern,Mporokoso,MPOROKOSO,CHIMBOFUMA,Mporokoso,-9.463,29.931
Northern,Mporokoso,MPOROKOSO,CHISHAMWAMBA,Mporokoso,-9.463,29.931
Northern,Mporokoso,MPOROKOSO,LUMANGWE,Mporokoso,-9.463,29.931
Northern,Mporokoso,MPOROKOSO,MIKOMBA,Mporokoso,-9.463,29.931
Northern,Mpulungu,MPULUNGU,CHILUMBA,Mpulungu,-8.983,30.717
Northern,Mpulungu,MPULUNGU,CHISHA,Mpulungu,-8.983,30.717
Northern,Mpulungu,MPULUNGU,ISUNGA,Mpulungu,-8.983,30.717
Northern,Mpulungu,MPULUNGU,IYENDWE,Mpulungu,-8.983,30.717
Northern,Mpulungu,MPULUNGU,LWAMBAZI,Mpulungu,-8.983,30.717
Northern,Mpulungu,MPULUNGU,MANKONGA,Mpulungu,-8.983,30.717
Northern,Mpulungu,MPULUNGU,MUMILA,Mpulungu,-8.983,30.717
Northern,Mpulungu,MPULUNGU,TANGANYIKA,Mpulungu,-8.983,30.717
Northern,Mungwi,MUNGWI,CHAMFUBU,Mungwi,-9.992,31.684
Northern,Mungwi,MUNGWI,IYAYA,Mungwi,-9.992,31.684
Northern,Mungwi,MUNGWI,KALUNGU,Mungwi,-9.992,31.684
Northern,Mungwi,MUNGWI,LUBALA,Mungwi,-9.992,31.684
Northern,Mungwi,MUNGWI,LUCHEWE,Mungwi,-9.992,31.684
Northern,Mungwi,MUNGWI,MABULA,Mungwi,-9.992,31.684
Northern,Mungwi,MUNGWI,MFINSHE,Mungwi,-9.992,31.684
Northern,Mungwi,MUNGWI,MPANDA,Mungwi,-9.992,31.684
Northern,Mungwi,MUNGWI,MUNGWI,Mungwi,-9.992,31.684
Northern,Mungwi,MUNGWI,NGULULA,Mungwi,-9.992,31.684
Northern,Nsama,NSAMA,KAKUSU,Nsama,-8.814,29.948
Northern,Nsama,NSAMA,NSUMBU,Nsama,-8.814,29.948
Northern,Senga,SENGA HILL,CHELA,Senga Hill,-9.277,31.826
Northern,Senga,SENGA HILL,CHIMBILI,Senga Hill,-9.277,31.826
Northern,Senga,SENGA HILL,IPEMBE,Senga Hill,-9.277,31.826
Northern,Senga,SENGA HILL,LAPISHA,Senga Hill,-9.277,31.826
Northern,Senga,SENGA HILL,MALAMBA,Senga Hill,-9.277,31.826
Northern,Senga,SENGA HILL,MWILUZI,Senga Hill,-9.277,31.826
Southern,Chikankata,CHIKANKATA,CHAKANZA,Chikankata,-16.032,28.22
Southern,Chikankata,CHIKANKATA,CHITETE,Chikankata,-16.032,28.22
Southern,Chikankata,CHIKANKATA,MABWETUBA,Chikankata,-16.032,28.22
Southern,Chikankata,CHIKANKATA,NZINGU,Chikankata,-16.032,28.22
Southern,Chirundu,CHIRUNDU,CHIRUNDU,Chirundu,-16.104,28.642
Southern,Chirundu,CHIRUNDU,LUSITU,Chirundu,-16.104,28.642
Southern,Chirundu,CHIRUNDU,MUSHUNGU,Chirundu,-16.104,28.642
Southern,Chirundu,CHIRUNDU,NG'OMBE ILEDE,Chirundu,-16.104,28.642
Southern,Chirundu,CHIRUNDU,SIKOONGO,Chirundu,-16.104,28.642
Southern,Choma,CHOMA,BATOKA,Choma,-16.86,27.048
Southern,Choma,CHOMA,CHILALANTAMBO,Choma,-16.86,27.048
Southern,Choma,CHOMA,KABANZE-MAYOBO,Choma,-16.86,27.048
Southern,Choma,CHOMA,MAPANZA,Choma,-16.86,27.048
Southern,Choma,CHOMA,MASUKU,Choma,-16.86,27.048
Southern,Choma,CHOMA,MUBULA,Choma,-16.86,27.048
Southern,Choma,CHOMA,NGONGA,Choma,-16.86,27.048
Southern,Choma,CHOMA,SIAMAMBO,Choma,-16.86,27.048
Southern,Choma,CHOMA,SIKALONGO,Choma,-16.86,27.048
Southern,Choma,CHOMA,SIMACHECHE,Choma,-16.86,27.048
Southern,Choma,CHOMA,SIMAMVWA,Choma,-16.86,27.048
Southern,Gwembe,GWEMBE,CHIBUWE,Gwembe,-16.661,28.005
Southern,Gwembe,GWEMBE,JUMBO SOMPANI,Gwembe,-16.661,28.005
Southern,Gwembe,GWEMBE,LUUMBO,Gwembe,-16.661,28.005
Southern,Itezhi-Tezhi,ITEZHI TEZHI,BABIZHI,Itezhi-Tezhi,-15.923,25.873
Southern,Itezhi-Tezhi,ITEZHI TEZHI,BANAMWAZE,Itezhi-Tezhi,-15.923,25.873
Southern,Itezhi-Tezhi,ITEZHI TEZHI,BASANGA,Itezhi-Tezhi,-15.923,25.873
Southern,Itezhi-Tezhi,ITEZHI TEZHI,ITUMBI,Itezhi-Tezhi,-15.923,25.873
Southern,Itezhi-Tezhi,ITEZHI TEZHI,KAANZWA,Itezhi-Tezhi,-15.923,25.873
Southern,Itezhi-Tezhi,ITEZHI TEZHI,MAKUNKU,Itezhi-Tezhi,-15.923,25.873
Southern,Itezhi-Tezhi,ITEZHI TEZHI,MBILA,Itezhi-Tezhi,-15.923,25.873
Southern,Itezhi-Tezhi,ITEZHI TEZHI,NYAMBO,Itezhi-Tezhi,-15.923,25.873
Southern,Kalomo,KALOMO,CHAMUKA,Kalomo,-16.843,26.431
Southern,Kalomo,KALOMO,CHAWILA,Kalomo,-16.843,26.431
Southern,Kalomo,KALOMO,CHILESHA,Kalomo,-16.843,26.431
Southern,Kalomo,KALOMO,KALONDA,Kalomo,-16.843,26.431
Southern,Kalomo,KALOMO,KATANDA,Kalomo,-16.843,26.431
Southern,Kalomo,KALOMO,MWAATA,Kalomo,-16.843,26.431
Southern,Kalomo,KALOMO,NACHIKUNGU,Kalomo,-16.843,26.431
Southern,Kalomo,KALOMO,NALUJA,Kalomo,-16.843,26.431
Southern,Kalomo,KALOMO,OMBA,Kalomo,-16.843,26.431
Southern,Kalomo,KALOMO,SIACHITEMA,Kalomo,-16.843,26.431
Southern,Kazungula,KAZUNGULA,BOMBWE,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,CHOOMA,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,KATAPAZI,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,KAUWE,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,KAZUNGULA CENTRAL,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,MANDIA,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,MUKUNI,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,NGWEZI,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,NYAWA,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,SEKUTE,Kazungula,-17.051,25.695
Southern,Kazungula,KAZUNGULA,SIKAUNZWE,Kazungula,-17.051,25.695
Southern,Livingstone,LIVINGSTONE,DR.MUBITANA,Livingstone,-17.81,25.825
Southern,Livingstone,LIVINGSTONE,KABILA,Livingstone,-17.81,25.825
Southern,Livingstone,LIVINGSTONE,NAMATAMA,Livingstone,-17.81,25.825
Southern,Livingstone,LIVINGSTONE,SIMONGA,Livingstone,-17.81,25.825
Southern,Mazabuka,MAZABUKA,ITEBE,Mazabuka,-15.894,27.777
Southern,Mazabuka,MAZABUKA,KAONGA,Mazabuka,-15.894,27.777
Southern,Mazabuka,MAZABUKA,LUBOMBO,Mazabuka,-15.894,27.777
Southern,Mazabuka,MAZABUKA,MAZABUKA CENTRAL,Mazabuka,-15.894,27.777
Southern,Mazabuka,MAZABUKA,MUSUMA,Mazabuka,-15.894,27.777
Southern,Mazabuka,MAZABUKA,NEGA NEGA,Mazabuka,-15.894,27.777
Southern,Mazabuka,MAZABUKA,NGWEZI,Mazabuka,-15.894,27.777
Southern,Monze,MONZE,BBOMBO,Monze,-16.129,27.342
Southern,Monze,MONZE,BWEENGWA,Monze,-16.129,27.342
Southern,Monze,MONZE,CHIPEMBELE,Monze,-16.129,27.342
Southern,Monze,MONZE,CHONA,Monze,-16.129,27.342
Southern,Monze,MONZE,CHOONGO EAST,Monze,-16.129,27.342
Southern,Monze,MONZE,CHOONGO WEST,Monze,-16.129,27.342
Southern,Monze,MONZE,HAMANGABA,Monze,-16.129,27.342
Southern,Monze,MONZE,HATONTOLA,Monze,-16.129,27.342
Southern,Monze,MONZE,KAILA,Monze,-16.129,27.342
Southern,Monze,MONZE,KATIMBA,Monze,-16.129,27.342
Southern,Monze,MONZE,KEEMBA,Monze,-16.129,27.342
Southern,Monze,MONZE,MANUNGU,Monze,-16.129,27.342
Southern,Monze,MONZE,MAYABA,Monze,-16.129,27.342
Southern,Monze,MONZE,MONZE URBAN,Monze,-16.129,27.342
Southern,Monze,MONZE,MWANZA CENTRAL,Monze,-16.129,27.342
Southern,Monze,MONZE,MWANZA EAST,Monze,-16.129,27.342
Southern,Namwala,NAMWALA,CHITONGO,Namwala,-15.957,26.792
Southern,Namwala,NAMWALA,KANTENGWA,Namwala,-15.957,26.792
Southern,Namwala,NAMWALA,MAALA,Namwala,-15.957,26.792
Southern,Namwala,NAMWALA,MOOBOLA,Namwala,-15.957,26.792
Southern,Namwala,NAMWALA,NAKAMBOMA,Namwala,-15.957,26.792
Southern,Namwala,NAMWALA,NAMAKUBE,Namwala,-15.957,26.792
Southern,Namwala,NAMWALA,NAMWALA CENTRAL,Namwala,-15.957,26.792
Southern,Namwala,NAMWALA,NDEMA,Namwala,-15.957,26.792
Southern,Namwala,NAMWALA,NGABO,Namwala,-15.957,26.792
Southern,Pemba,PEMBA,DEMU,Pemba,-16.756,27.403
Southern,Pemba,PEMBA,DOBO,Pemba,-16.756,27.403
Southern,Pemba,PEMBA,HAMAUNDU,Pemba,-16.756,27.403
Southern,Pemba,PEMBA,KASIYA,Pemba,-16.756,27.403
Southern,Pemba,PEMBA,MAAMBO,Pemba,-16.756,27.403
Southern,Pemba,PEMBA,MUZOKA,Pemba,-16.756,27.403
Southern,Pemba,PEMBA,YOTAM MULEYA,Pemba,-16.756,27.403
Southern,Siavonga,SIAVONGA,MANCHAMVWA LAKE SHORE,Siavonga,-16.408,28.478
Southern,Siavonga,SIAVONGA,NAMUZUNGA,Siavonga,-16.408,28.478
Southern,Siavonga,SIAVONGA,NANYANGA,Siavonga,-16.408,28.478
Southern,Sinazongwe,SINAZONGWE,MAAMBA,Sinazongwe,-17.457,27.282
Southern,Sinazongwe,SINAZONGWE,MALIMA,Sinazongwe,-17.457,27.282
Southern,Sinazongwe,SINAZONGWE,MWEEMBA,Sinazongwe,-17.457,27.282
Southern,Sinazongwe,SINAZONGWE,MWEEZYA,Sinazongwe,-17.457,27.282
Southern,Sinazongwe,SINAZONGWE,NANGOMBE,Sinazongwe,-17.457,27.282
Southern,Sinazongwe,SINAZONGWE,SINAZONGWE,Sinazongwe,-17.457,27.282
Southern,Sinazongwe,SINAZONGWE,TEKELO,Sinazongwe,-17.457,27.282
Southern,Zimba,ZIMBA,CHIDI,Zimba,-17.667,26.619
Southern,Zimba,ZIMBA,KANYANGA,Zimba,-17.667,26.619
Southern,Zimba,ZIMBA,MANGONDA,Zimba,-17.667,26.619
Southern,Zimba,ZIMBA,SIMWATACHELA,Zimba,-17.667,26.619
Southern,Zimba,ZIMBA,ZIMBA,Zimba,-17.667,26.619
Western,Kalabo,KALABO,CHILELE,Kalabo,-14.856,22.786
Western,Kalabo,KALABO,LIBONDA,Kalabo,-14.856,22.786
Western,Kalabo,KALABO,LUANGINGA,Kalabo,-14.856,22.786
Western,Kalabo,KALABO,NG'UMA,Kalabo,-14.856,22.786
Western,Kalabo,KALABO,SISHEKANU,Kalabo,-14.856,22.786
Western,Kaoma,KAOMA,KALUMWANGE,Kaoma,-14.518,24.621
Western,Kaoma,KAOMA,LONGE,Kaoma,-14.518,24.621
Western,Kaoma,KAOMA,MUSHWALA,Kaoma,-14.518,24.621
Western,Kaoma,KAOMA,NALIELE,Kaoma,-14.518,24.621
Western,Kaoma,KAOMA,WINDA,Kaoma,-14.518,24.621
Western,Limulunga,LIMULINGA,IKWICHI,Limulunga,-14.96,23.389
Western,Limulunga,LIMULINGA,LIMULUNGA WEST,Limulunga,-14.96,23.389
Western,Limulunga,LIMULINGA,NAMBOMA,Limulunga,-14.96,23.389
Western,Luampa,LUAMPA,KAHUMBU,Luampa,-15.433,24.846
Western,Luampa,LUAMPA,LUAMPA,Luampa,-15.433,24.846
Western,Luampa,LUAMPA,MULWA,Luampa,-15.433,24.846
Western,Luampa,LUAMPA,MWANAWASA,Luampa,-15.433,24.846
Western,Luampa,LUAMPA,NKENGA,Luampa,-15.433,24.846
Western,Lukulu,LUKULU,KANG'OTI,Lukulu,-14.375,23.847
Western,Lukulu,LUKULU,LUANCHUMA,Lukulu,-14.375,23.847
Western,Lukulu,LUKULU,MWANDI,Lukulu,-14.375,23.847
Western,Lukulu,LUKULU,MWITO,Lukulu,-14.375,23.847
Western,Mitete,MITETE,LUNGWEVUNGU,Mitete,-14.284,22.938
Western,Mitete,MITETE,MITETE,Mitete,-14.284,22.938
Western,Mitete,MITETE,NYAALA,Mitete,-14.284,22.938
Western,Mongu,MONGU,ILUTE,Mongu,-15.443,23.718
Western,Mongu,MONGU,IMWIKO,Mongu,-15.443,23.718
Western,Mongu,MONGU,KATONGO,Mongu,-15.443,23.718
Western,Mongu,MONGU,LEALUI LOWER,Mongu,-15.443,23.718
Western,Mongu,MONGU,LEALUI UPPER,Mongu,-15.443,23.718
Western,Mongu,MONGU,LOOMA,Mongu,-15.443,23.718
Western,Mongu,MONGU,LUMBO,Mongu,-15.443,23.718
Western,Mongu,MONGU,NAKANYAA,Mongu,-15.443,23.718
Western,Mongu,MONGU,NAMUSHAKENDE,Mongu,-15.443,23.718
Western,Mulobezi,MULOBEZI,MULOBEZI,Mulobezi,-16.28,24.727
Western,Mulobezi,MULOBEZI,SALUMBWE,Mulobezi,-16.28,24.727
Western,Mulobezi,MULOBEZI,SICHILI,Mulobezi,-16.28,24.727
Western,Mwandi,MWANDI,LOANJA,Mwandi,-17.112,24.684
Western,Mwandi,MWANDI,SIMUNGOMA,Mwandi,-17.112,24.684
Western,Nalolo,NALOLO,KATABA,Nalolo,-15.831,22.879
Western,Nalolo,NALOLO,LYAMAKUMBA,Nalolo,-15.831,22.879
Western,Nalolo,NALOLO,MUKUKUTU,Nalolo,-15.831,22.879
Western,Nalolo,NALOLO,NANJUCHA,Nalolo,-15.831,22.879
Western,Nalolo,NALOLO,SHEKELA,Nalolo,-15.831,22.879
Western,Nkeyema,NKEYEMA,BULOTO,Nkeyema,-14.861,25.162
Western,Nkeyema,NKEYEMA,LOMBELOMBE,Nkeyema,-14.861,25.162
Western,Nkeyema,NKEYEMA,MUNKUYE,Nkeyema,-14.861,25.162
Western,Nkeyema,NKEYEMA,SHISHAMBA,Nkeyema,-14.861,25.162
Western,Senanga,SENANGA,IMATONGO,Senanga,-16.023,23.693
Western,Senanga,SENANGA,LIANGATI,Senanga,-16.023,23.693
Western,Senanga,SENANGA,LUMBE,Senanga,-16.023,23.693
Western,Senanga,SENANGA,MATAA,Senanga,-16.023,23.693
Western,Senanga,SENANGA,NAMUKOKOBA,Senanga,-16.023,23.693
Western,Sesheke,SESHEKE,MULIMAMBANGO,Sesheke,-16.931,23.864
Western,Sesheke,SESHEKE,NAKATINDI,Sesheke,-16.931,23.864
Western,Shang'ombo,SHANG'OMBO,MAMBOLOMOKA,Shang'Ombo,-16.0,23.5
Western,Shang'ombo,SHANG'OMBO,MULANGU,Shang'Ombo,-16.0,23.5
Western,Shang'ombo,SHANG'OMBO,MULONGA,Shang'Ombo,-16.0,23.5
Western,Shang'ombo,SHANG'OMBO,NALITENGEYA,Shang'Ombo,-16.0,23.5
Western,Shang'ombo,SHANG'OMBO,SIMU,Shang'Ombo,-16.0,23.5
Western,Shang'ombo,SHANG'OMBO,STATE RANCH,Shang'Ombo,-16.0,23.5
Western,Sikongo,SIKONGO,LICHA,Sikongo,-15.323,22.247
Western,Sikongo,SIKONGO,LWAMBI,Sikongo,-15.323,22.247
Western,Sikongo,SIKONGO,NATALUI,Sikongo,-15.323,22.247
Western,Sioma,SIOMA,LIWANDAMO,Sioma,-16.757,23.145
Western,Sioma,SIOMA,MBETA,Sioma,-16.757,23.145
Western,Sioma,SIOMA,MBUME,Sioma,-16.757,23.145
Western,Sioma,SIOMA,NANGWESHI,Sioma,-16.757,23.145
Western,Sioma,SIOMA,SIKABENGA,Sioma,-16.757,23.145
